fullname,colloq_name,title,creation_date,department,type
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night,1948,Prints,Print
Marc Chagall,Chagall,Four Tales from the Arabian Nights:  No. 13 - Shaharazad's Night: Cover,1948,Prints,Print
Marc Chagall,Chagall,Self-Portrait with Family House,1922–23,Prints,Print
Marc Chagall,Chagall,The Grandmother,1922,Prints,Print
Marc Chagall,Chagall,The Bible: Elijah's Vision,1956,Prints,Print
Marc Chagall,Chagall,The Fables of La Fontaine,1927–30,Prints,Print
Marc Chagall,Chagall,The Seven Deadly Sins:  Covetousness,1926,Prints,Print
Marc Chagall,Chagall,Mother and Son,1922,Prints,Print
Marc Chagall,Chagall,House in Peskowatik,1922,Prints,Print
Marc Chagall,Chagall,The Musican,1922,Prints,Print
Marc Chagall,Chagall,The Motorist,1922,Prints,Print
Marc Chagall,Chagall,Lovers,1922,Prints,Print
Marc Chagall,Chagall,The Fables of Jean de La Fontaine: Death and the Woodcutter,1952,Prints,Print
Gustave Courbet,Courbet,Jean Journet Departing for the Conquest of Universal Harmony,1850,Prints,Print
Gustave Courbet,Courbet,"Panoramic View of the Alps, Les Dents du Midi",1877,Modern European Painting and Sculpture,Painting
Gustave Courbet,Courbet,Landscape with Large Trees,c. 1870,Drawings,Drawing
Amedeo Modigliani,Modigliani,Reclining Female Nude,1914,Drawings,Drawing
Amedeo Modigliani,Modigliani,Portrait of a Woman,c. 1917–18,Modern European Painting and Sculpture,Painting
Gustave Moreau,Moreau,Gustave Moreau ( au petit chapeau ),1926,Prints,Print
Fernand Léger,Léger,Circus,1950,Prints,Portfolio
Fernand Léger,Léger,Cirque: Cover,1950,Prints,Portfolio
Fernand Léger,Léger,"Cirque: ""Cirque""",1950,Prints,Portfolio
Fernand Léger,Léger,Cirque: Butterfly,1950,Prints,Portfolio
Fernand Léger,Léger,The Aviator,1920,Modern European Painting and Sculpture,Painting
Fernand Léger,Léger,Les Illuminations,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Cover,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Portrait of Rimbaud,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Bonne pensée du matin,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Comedie de la soif,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Patience-Bannieres de Mai,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Est-elle aimée?,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Fêtes de la faim,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Après le deluge,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Matinée d'ivresse,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: H,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Phrases,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Ville I,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Metropolitain,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Parade,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Départ,1949,Prints,Bound Volume
Fernand Léger,Léger,Les Illuminations: Vies,1949,Prints,Bound Volume
Jacques-Louis David,David,Young Woman with a Turban,c. 1780,European Painting and Sculpture,Painting
Jacques-Louis David,David,Gods and Goddess,fourth quarter 1700s or first quarter 1800s,Drawings,Drawing
Jacques-Louis David,David,Cupid and Psyche,1817,Modern European Painting and Sculpture,Painting
Jacques-Louis David,David,The Prisoner,c. 1816–22,Drawings,Drawing
Jacques-Louis David,David,Cupid and Psyche,1813,Drawings,Drawing
Jacques-Louis David,David,Study of the Sabine Statue from the Villa Medici,c. 1775–1780,Drawings,Drawing
Jacques-Louis David,David,Phryne before Her Judges,c. 1816–20,Drawings,Drawing
Edvard Munch,Munch,Alpha and Omega:  The Wife Omega and the Donkey,1908–9,Prints,Print
Edvard Munch,Munch,Alpha and Omega:  Omega's Flight,1908–9,Prints,Print
Edvard Munch,Munch,"Evening, Melancholy I",1896,Prints,Print
Edvard Munch,Munch,From Max Linde's House: Theodor Linde,1902,Prints,Print
Edvard Munch,Munch,Head of a Man,"1906, printed 1917–18)",Prints,Print
Nicolas Poussin,Poussin,The Return of the Holy Family to Nazareth,c. 1627,European Painting and Sculpture,Painting
Nicolas Poussin,Poussin,The Holy Family on the Steps,1648,European Painting and Sculpture,Painting
Nicolas Poussin,Poussin,The Holy Family on the Steps: Original Stretcher and Lining Fabric,19th century,European Painting and Sculpture,Painting
Georges Seurat,Seurat,At the Concert Parisien,1887–88,Drawings,Drawing
Georges Seurat,Seurat,"Study for ""Bathers at Asnières""",c. 1883–84,Modern European Painting and Sculpture,Painting
Piet Mondrian,Mondrian,Chrysanthemum,1906–42,Modern European Painting and Sculpture,Painting
Piet Mondrian,Mondrian,"Composition with Red, Yellow, and Blue",1927,Modern European Painting and Sculpture,Painting
Piet Mondrian,Mondrian,Field with Young Trees in the Foreground,c. 1907,Modern European Painting and Sculpture,Painting
Piet Mondrian,Mondrian,Landscape at Loosduinen,1905,Drawings,Drawing
Franz Marc,FRANZ marc,Genesis II,1914,Prints,Print
Franz Marc,FRANZ marc,Tiger,1912,Prints,Print
Franz Marc,FRANZ marc,Horse,,Prints,Print
Paul Klee,Klee,Tightrope Walker,1923,Prints,Print
Paul Klee,Klee,With the Dot,1916,Drawings,Drawing
Paul Klee,Klee,Was lauft er?,1932,Prints,Print
Paul Klee,Klee,Carnival in the Snow,1923,Drawings,Drawing
Paul Klee,Klee,The Calculating Old Man,1929,Prints,Print
Paul Klee,Klee,Small World,1914,Prints,Print
Paul Klee,Klee,God of War,1937,Drawings,Drawing
Paul Klee,Klee,Ghost Rider Late in the Evening,1929,Drawings,Drawing
Joan Miró,Miró,Untitled,1948,Prints,Print
Joan Miró,Miró,Drowned Sun I,1962,Prints,Print
Joan Miró,Miró,Book Jacket,1956,Prints,Print
Joan Miró,Miró,"Title Page, Jacques Prevert and G. Ribemont-Dessaignes, Joan Miro, Maeght",1956,Prints,Print
Joan Miró,Miró,Double page,1956,Prints,Print
Joan Miró,Miró,Untitled,1956,Prints,Print
Joan Miró,Miró,Double Page,1956,Prints,Print
Joan Miró,Miró,Untitled,1956,Prints,Print
Joan Miró,Miró,Untitled,1956,Prints,Print
Joan Miró,Miró,Untitled,1956,Prints,Print
Joan Miró,Miró,Untitled,1971,Prints,Print
Joan Miró,Miró,"Femmes, Oiseau, Etoiles",1942,Drawings,Drawing
Joan Miró,Miró,Nocturne,1935,Modern European Painting and Sculpture,Painting
Joan Miró,Miró,Black and Red Series: Plate 4,1938,Prints,Print
Joan Miró,Miró,Untitled,1938,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Frontispiece,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Plus Irreel que la Brume...,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  La Peur,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Untitled,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  La tête du desert,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Flore et Faune de la mort,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  En toi finissent les rivages sans fin,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Lilith-Neila,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Untitled,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Dans chaque merle je t'ai aimee,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  J'aime,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  De toutes les reines de Tyr,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Untitled,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Rose au sang bleu,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila:  Untitled,1967,Prints,Bound Volume
Joan Miró,Miró,Bouquet of Dreams for Neila: Cover,1967,Prints,Bound Volume
Joan Miró,Miró,Femmes et oiseau devant la lune,1947,Prints,Print
Joan Miró,Miró,Barcelona XXVIII,1944,Prints,Print
Joan Miró,Miró,Figures by the Sea,1934,Prints,Print
Joan Miró,Miró,Twentieth Century No. 4,1938,Prints,Print
Diego Velázquez,Velázquez,Portrait of the Jester Calabazas,c. 1631–32,European Painting and Sculpture,Painting
Frederic Edwin Church,Church,Twilight in the Wilderness,1860,American Painting and Sculpture,Painting
Frederic Edwin Church,Church,Storm in the Mountains,1847,American Painting and Sculpture,Painting
Frederic Edwin Church,Church,Niagara Falls by Moonlight,probably 1856,Drawings,Drawing
Roy Lichtenstein,Lichtenstein,Brushstroke,1965,Prints,Print
Roy Lichtenstein,Lichtenstein,Haystack #6,1969,Prints,Print
Roy Lichtenstein,Lichtenstein,Cathedral #3,1969,Prints,Print
Roy Lichtenstein,Lichtenstein,Flowers,1973,Prints,Print
Roy Lichtenstein,Lichtenstein,Shipboard Girl,1965,Prints,Print
Roy Lichtenstein,Lichtenstein,I Love Liberty,1982,Prints,Print
Roy Lichtenstein,Lichtenstein,Hunter with Dog,1951,Prints,Print
Roy Lichtenstein,Lichtenstein,Two Sioux Indians,1952,Prints,Print
Roy Lichtenstein,Lichtenstein,End of the Trail,c. 1952,Drawings,Drawing
Roy Lichtenstein,Lichtenstein,The Cattle Rustler,1953,Prints,Print
Roy Lichtenstein,Lichtenstein,Crying Girl,1963,Prints,Print
Roy Lichtenstein,Lichtenstein,Cathedral #1,1969,Prints,Print
Roy Lichtenstein,Lichtenstein,Foot and Hand,1964,Prints,Print
Roy Lichtenstein,Lichtenstein,Temple,1964,Prints,Print
Roy Lichtenstein,Lichtenstein,The Geldzahler Portfolio:  Still Life,1997,Prints,Portfolio
Roy Lichtenstein,Lichtenstein,Landscape with Boats,1996,Prints,Print
Roy Lichtenstein,Lichtenstein,Foot Medication Poster,1963,Prints,Print
Roy Lichtenstein,Lichtenstein,Ten from Leo Castelli: Fish and Sky,1967,Prints,Print
Roy Lichtenstein,Lichtenstein,Merton of the Movies,1968,Prints,Print
Roy Lichtenstein,Lichtenstein,Folded Hat,1968,Prints,Mixed Media
Roy Lichtenstein,Lichtenstein,Haystack Series: Haystack #3,1969,Prints,Print
Jasper Johns,Johns,Gray Alphabets,1968,Prints,Print
Jasper Johns,Johns,Reconstruction,1959,American Painting and Sculpture,Painting
Jasper Johns,Johns,Numerals 0-9,1975,Prints,Print
Jasper Johns,Johns,Flags,1967–1968,Prints,Print
Jasper Johns,Johns,Savarin Suite,1978–79,Prints,Print
Jasper Johns,Johns,Ale Cans,1964,Prints,Print
Jasper Johns,Johns,Untitled,1990,Drawings,Drawing
Jasper Johns,Johns,Usuyuki,1977–1978,Contemporary Art,Painting
Jasper Johns,Johns,Ruler,1966,Prints,Print
Jasper Johns,Johns,Usuyuki,1981,Prints,Print
Jasper Johns,Johns,The Geldzahler Portfolio:  Untitled,1998,Prints,Portfolio
Jasper Johns,Johns,Coat Hanger II,1960,Prints,Print
Jasper Johns,Johns,Figure 6,1968,Prints,Print
Jasper Johns,Johns,Figure 9,1968,Prints,Print
Jasper Johns,Johns,Ten from Leo Castelli: The Critic Sees,1967,Prints,Print
Jasper Johns,Johns,Ten Numbers Series,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 0,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 1,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 2,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 3,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 4,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 5,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 6,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 7,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 8,1960,Drawings,Drawing
Jasper Johns,Johns,Ten Numbers: Figure 9,1960,Drawings,Drawing
Jasper Johns,Johns,Flags I,1973,Prints,Print
Jasper Johns,Johns,Untitled,1977,Prints,Print
Jasper Johns,Johns,Cup 2 Picasso,1973,Prints,Print
Jasper Johns,Johns,False Start I,1962,Prints,Print
Sandro Botticelli,Botticelli,Virgin and Child with the Young Saint John the Baptist,c. 1490,Medieval Art,Painting
René Magritte,Magritte,La Folie Almayer ou L'Arbre Rose,1968,Prints,Print
René Magritte,Magritte,The Legend of the Centuries,1945,Drawings,Drawing
René Magritte,Magritte,The Human Condition,1945,Drawings,Drawing
René Magritte,Magritte,Utopia,1945,Drawings,Drawing
René Magritte,Magritte,The Secret Life,1928,Modern European Painting and Sculpture,Painting
René Magritte,Magritte,World Tour,1945,Modern European Painting and Sculpture,Painting
René Magritte,Magritte,Georgette at the Table,c. 1928–1930,Photography,Photograph
Umberto Boccioni,Boccioni,Movement,,Prints,Print
Gustav Klimt,Klimt,Hermine Gallia,c. 1904,Drawings,Drawing
David Hockney,Hockney,"Untitled, for Editions Alecto",1972,Prints,Print
David Hockney,Hockney,Showing Maurice the Sugar Lift,1974,Prints,Print
David Hockney,Hockney,French Shop,1971,Prints,Print
David Hockney,Hockney,Celia Seated on an Office Chair,1974,Prints,Print
David Hockney,Hockney,An Imaginary Landscape,1969,Prints,Print
David Hockney,Hockney,Six Fairy Tales from the Brothers Grimm:  The Little Sea Hare,1969,Prints,Bound Volume
David Hockney,Hockney,Six Fairy Tales from the Brothers Grimm:  The Little Sea Hare: Princess in Tower,1969,Prints,Bound Volume
David Hockney,Hockney,Six Fairy Tales from the Brothers Grimm:  The Little Sea Hare: Large Egg and Bird,1969,Prints,Bound Volume
David Hockney,Hockney,Six Fairy Tales from the Brothers Grimm:  The Little Sea Hare: Boy Inside Fish,1969,Prints,Bound Volume
David Hockney,Hockney,Six Fairy Tales from the Brothers Grimm:  The Little Sea Hare: Woman in Long Dress Facing Left,1969,Prints,Bound Volume
David Hockney,Hockney,The Geldzahler Portfolio,1997,Prints,Portfolio
David Hockney,Hockney,The Geldzahler Portfolio:  Panama Hat with a Bow Tie on a Chair,1998,Prints,Portfolio
David Hockney,Hockney,Donn Cribb,1976,Prints,Print
David Hockney,Hockney,Lithograph from Rencontres: Jeune Peinture et Sculpture Internationales,"Suites No. 8, November 1964",Prints,Print
Jackson Pollock,Pollock,"Number 5, 1950",1950,American Painting and Sculpture,Painting
Andy Warhol,Warhol,Liz,1964,Prints,Print
Andy Warhol,Warhol,Campbell's Soup I:  Beef with Vegetables and Barley,1968,Prints,Print
Andy Warhol,Warhol,Self-Portrait,1966,Prints,Print
Andy Warhol,Warhol,Mick Jagger,1975,Prints,Print
Andy Warhol,Warhol,Flowers,1964,Prints,Print
Andy Warhol,Warhol,Flowers,1974,Prints,Print
Andy Warhol,Warhol,Flowers,1964,Contemporary Art,Painting
Andy Warhol,Warhol,Marilyn x 100,1962,Contemporary Art,Painting
Andy Warhol,Warhol,S & H Green Stamps,1965,Prints,Print
Andy Warhol,Warhol,"Frontispiece for ""a la Recherche du Shoe Perdu""",1955,Prints,Print
Andy Warhol,Warhol,Flowers,1964,Prints,Print
Andy Warhol,Warhol,Liz,1964,Prints,Print
Andy Warhol,Warhol,Seven Objects in a Box: Kiss,1966,Prints,Print
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Andy Warhol,Warhol,Little Red Book #237,1975,Photography,Photograph
Max Ernst,Ernst,Jean Hatchet and Charles the Bold,1929,Drawings,Drawing
Max Ernst,Ernst,Electra,1939,Prints,Bound Volume
Max Ernst,Ernst,The Forest at Dawn,1958,Prints,Print
Max Ernst,Ernst,Illustration for Painted Words,1959,Prints,Print
Max Ernst,Ernst,Le Déjeuner sur l'Herbre,1944,Modern European Painting and Sculpture,Painting
Francis Bacon,Bacon,Head,1951,Modern European Painting and Sculpture,Painting
Marcel Duchamp,Duchamp,Obligation Monte Carlo,1924–38,Prints,Bound Volume
Marcel Duchamp,Duchamp,The Large Glass and Related Works:  The Auer Gas Lamp,1968,Prints,Print
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
Marcel Duchamp,Duchamp,"The Seventh Side of the Die, Deluxe Edition",1936,Photography,Mixed Media
